loc1,loc2,score
HTI,NIC,6121
MLI,NIC,1111
GEO,NIC,227
NIC,NIC,12382998
CMR,NIC,1139
IRL,NIC,523
LBN,NIC,652
BGR,NIC,447
COD,NIC,1050
GRC,NIC,391
KGZ,NIC,115
HUN,NIC,234
DNK,NIC,603
FIN,NIC,695
HND,NIC,110772
AUT,NIC,765
BHR,NIC,873
DOM,NIC,17565
ETH,NIC,502
LKA,NIC,1568
AZE,NIC,290
KEN,NIC,949
GHA,NIC,1756
JOR,NIC,623
CHE,NIC,2329
CIV,NIC,1418
BOL,NIC,12661
BEL,NIC,794
LBY,NIC,516
KHM,NIC,340
BLR,NIC,368
CZE,NIC,222
GTM,NIC,44884
ECU,NIC,15806
HKG,NIC,192
KWT,NIC,843
KAZ,NIC,369
MYS,NIC,249
CHL,NIC,3716
ARG,NIC,6314
AUS,NIC,342
ITA,NIC,822
KOR,NIC,267
NGA,NIC,969
COL,NIC,14884
MAR,NIC,3431
MMR,NIC,173
CAN,NIC,2330
ARE,NIC,973
ESP,NIC,34339
EGY,NIC,1076
BGD,NIC,629
DZA,NIC,1384
GBR,NIC,415
DEU,NIC,765
BRA,NIC,2063
JPN,NIC,169
FRA,NIC,446
MEX,NIC,12247
IDN,NIC,330
IND,NIC,392
ATG,GEO,1379
GRD,GEO,393
FSM,GEO,90
ABW,GEO,412
CPV,GEO,453
CUW,GEO,481
BRB,GEO,441
BHS,GEO,526
CAF,GEO,3640
BLZ,GEO,419
DJI,GEO,771
FJI,GEO,321
BTN,GEO,285
BWA,GEO,275
BDI,GEO,359
BRN,GEO,256
GAB,GEO,488
CYP,GEO,40345
COG,GEO,825
EST,GEO,16153
BIH,GEO,1167
BFA,GEO,444
CRI,GEO,352
AGO,GEO,497
BEN,GEO,1430
ARM,GEO,73449
ALB,GEO,2358
GEO,GEO,13567885
CMR,GEO,761
BGR,GEO,3498
COD,GEO,440
DNK,GEO,1483
FIN,GEO,1831
AUT,GEO,7893
BHR,GEO,1731
DOM,GEO,381
ETH,GEO,336
AZE,GEO,57903
CHE,GEO,4795
CIV,GEO,618
BOL,GEO,258
BEL,GEO,4785
BLR,GEO,24100
CZE,GEO,4667
ECU,GEO,259
CHL,GEO,265
ARG,GEO,372
AUS,GEO,605
COL,GEO,260
CAN,GEO,1439
ARE,GEO,2998
ESP,GEO,6990
EGY,GEO,870
BGD,GEO,302
DZA,GEO,904
GBR,GEO,2017
DEU,GEO,11442
BRA,GEO,221
FRA,GEO,5737
ATG,LVA,1374
GRD,LVA,1484
KIR,LVA,145
FSM,LVA,113
LCA,LVA,816
IMN,LVA,20050
ABW,LVA,1248
CYM,LVA,3450
JEY,LVA,48496
CPV,LVA,411
CUW,LVA,1118
BRB,LVA,685
BHS,LVA,787
CAF,LVA,580
BLZ,LVA,392
ISL,LVA,135912
GNQ,LVA,1656
DJI,LVA,242
GUF,LVA,1445
GUM,LVA,364
GNB,LVA,375
FJI,LVA,558
BTN,LVA,337
COM,LVA,113
GUY,LVA,307
BWA,LVA,219
LBR,LVA,675
GLP,LVA,751
BDI,LVA,615
BRN,LVA,642
GAB,LVA,589
LUX,LVA,24534
CYP,LVA,30786
COG,LVA,488
LSO,LVA,88
GMB,LVA,5605
EST,LVA,196705
JAM,LVA,765
LVA,LVA,28485607
BIH,LVA,1976
GIN,LVA,642
BFA,LVA,375
CRI,LVA,699
HRV,LVA,4574
AGO,LVA,315
BEN,LVA,5838
LAO,LVA,121
LTU,LVA,159795
ARM,LVA,7941
ALB,LVA,2110
HTI,LVA,213
GEO,LVA,14149
CMR,LVA,1852
IRL,LVA,102048
LBN,LVA,1118
BGR,LVA,7623
COD,LVA,259
GRC,LVA,5728
KGZ,LVA,3777
HUN,LVA,3528
DNK,LVA,31626
FIN,LVA,36452
HND,LVA,207
AUT,LVA,10714
BHR,LVA,1170
DOM,LVA,628
ETH,LVA,280
LKA,LVA,2986
AZE,LVA,7209
KEN,LVA,460
GHA,LVA,1155
JOR,LVA,465
CHE,LVA,16278
CIV,LVA,751
BOL,LVA,204
BEL,LVA,8175
KHM,LVA,146
BLR,LVA,53829
CZE,LVA,6780
GTM,LVA,157
ECU,LVA,324
HKG,LVA,878
KWT,LVA,665
KAZ,LVA,4885
CHL,LVA,454
ARG,LVA,531
AUS,LVA,2382
ITA,LVA,4791
KOR,LVA,612
COL,LVA,310
CAN,LVA,2624
ARE,LVA,2783
ESP,LVA,5078
EGY,LVA,619
BGD,LVA,187
DZA,LVA,789
GBR,LVA,39433
DEU,LVA,17502
BRA,LVA,331
JPN,LVA,706
FRA,LVA,2817
IDN,LVA,229
IND,LVA,403
ATG,PNG,1367
GRD,PNG,3102
KIR,PNG,376073
FSM,PNG,29548
LCA,PNG,2065
IMN,PNG,517
ABW,PNG,2389
CYM,PNG,3504
JEY,PNG,733
CPV,PNG,1122
CUW,PNG,3073
BRB,PNG,1465
BHS,PNG,1644
CAF,PNG,2663
BLZ,PNG,935
ISL,PNG,1234
GNQ,PNG,2014
DJI,PNG,1829
MLT,PNG,775
PYF,PNG,6788
GUF,PNG,1858
GUM,PNG,6179
NCL,PNG,15293
MNE,PNG,208
GNB,PNG,3438
FJI,PNG,504324
MDV,PNG,2608
BTN,PNG,712
COM,PNG,3382
GUY,PNG,3295
BWA,PNG,5755
MTQ,PNG,439
LBR,PNG,18034
GLP,PNG,535
BDI,PNG,20022
BRN,PNG,2691
GAB,PNG,3770
LUX,PNG,306
PNG,PNG,59749399
CYP,PNG,1008
COG,PNG,4029
MUS,PNG,2752
LSO,PNG,1679
MKD,PNG,213
MRT,PNG,1766
MAC,PNG,1421
GMB,PNG,3522
NER,PNG,3954
EST,PNG,132
JAM,PNG,3056
LVA,PNG,168
MWI,PNG,5031
BIH,PNG,162
GIN,PNG,3333
MDG,PNG,33912
BFA,PNG,4328
MNG,PNG,330
CRI,PNG,365
MOZ,PNG,22061
HRV,PNG,152
AGO,PNG,9110
MDA,PNG,191
BEN,PNG,33815
LAO,PNG,609
LTU,PNG,128
ARM,PNG,221
ALB,PNG,264
HTI,PNG,3576
MLI,PNG,3638
PAN,PNG,373
GEO,PNG,145
NOR,PNG,293
NIC,PNG,544
CMR,PNG,3383
IRL,PNG,544
LBN,PNG,445
BGR,PNG,167
COD,PNG,4678
GRC,PNG,193
KGZ,PNG,205
HUN,PNG,148
DNK,PNG,206
FIN,PNG,277
HND,PNG,397
AUT,PNG,329
BHR,PNG,2144
DOM,PNG,1145
ETH,PNG,3431
NZL,PNG,16554
LKA,PNG,2507
AZE,PNG,295
KEN,PNG,7297
GHA,PNG,15101
JOR,PNG,275
CHE,PNG,591
CIV,PNG,4521
BOL,PNG,296
BEL,PNG,219
LBY,PNG,449
KHM,PNG,457
BLR,PNG,269
OMN,PNG,1943
CZE,PNG,186
GTM,PNG,218
ECU,PNG,302
NPL,PNG,1248
HKG,PNG,1093
NLD,PNG,550
KWT,PNG,1736
KAZ,PNG,310
MYS,PNG,3190
CHL,PNG,143
ARG,PNG,217
AUS,PNG,25860
ITA,PNG,272
KOR,PNG,318
NGA,PNG,6783
COL,PNG,372
PER,PNG,223
MAR,PNG,629
MMR,PNG,928
CAN,PNG,815
ARE,PNG,2393
ESP,PNG,189
EGY,PNG,392
BGD,PNG,3420
DZA,PNG,422
GBR,PNG,612
DEU,PNG,325
BRA,PNG,367
JPN,PNG,455
FRA,PNG,211
MEX,PNG,172
IDN,PNG,9890
IND,PNG,1349
ATG,MAC,1353
GRD,MAC,1385
KIR,MAC,795
FSM,MAC,3624
LCA,MAC,921
IMN,MAC,5218
ABW,MAC,2756
CYM,MAC,26727
JEY,MAC,2898
CPV,MAC,40755
CUW,MAC,1782
BRB,MAC,1603
BHS,MAC,2155
CAF,MAC,633
BLZ,MAC,810
ISL,MAC,2342
GNQ,MAC,4454
DJI,MAC,343
GUF,MAC,720
GUM,MAC,29575
MNE,MAC,1103
GNB,MAC,17733
FJI,MAC,902
BTN,MAC,9001
COM,MAC,355
GUY,MAC,344
BWA,MAC,344
LBR,MAC,679
GLP,MAC,340
BDI,MAC,344
BRN,MAC,23814
GAB,MAC,589
LUX,MAC,4761
CYP,MAC,9916
COG,MAC,247
LSO,MAC,176
MKD,MAC,755
MAC,MAC,44631334
GMB,MAC,949
EST,MAC,822
JAM,MAC,555
LVA,MAC,649
BIH,MAC,320
GIN,MAC,207
MDG,MAC,447
BFA,MAC,166
MNG,MAC,3191
CRI,MAC,1349
HRV,MAC,880
AGO,MAC,1201
MDA,MAC,305
BEN,MAC,819
LAO,MAC,2126
LTU,MAC,474
ARM,MAC,223
ALB,MAC,499
HTI,MAC,145
MLI,MAC,224
GEO,MAC,228
CMR,MAC,236
IRL,MAC,3892
LBN,MAC,1914
BGR,MAC,705
COD,MAC,150
GRC,MAC,1246
KGZ,MAC,375
HUN,MAC,606
DNK,MAC,1605
FIN,MAC,1682
HND,MAC,158
AUT,MAC,1839
BHR,MAC,14582
DOM,MAC,234
ETH,MAC,244
LKA,MAC,1034
AZE,MAC,281
KEN,MAC,370
GHA,MAC,690
JOR,MAC,924
CHE,MAC,4521
CIV,MAC,256
BOL,MAC,191
BEL,MAC,1809
LBY,MAC,166
KHM,MAC,4248
BLR,MAC,1056
CZE,MAC,954
GTM,MAC,145
ECU,MAC,264
HKG,MAC,384477
KWT,MAC,16339
KAZ,MAC,382
CHL,MAC,399
ARG,MAC,294
AUS,MAC,15510
ITA,MAC,2022
KOR,MAC,7041
COL,MAC,299
MAR,MAC,415
MMR,MAC,16766
CAN,MAC,11632
ARE,MAC,21533
ESP,MAC,1647
EGY,MAC,256
BGD,MAC,486
DZA,MAC,199
GBR,MAC,6327
DEU,MAC,1483
BRA,MAC,483
JPN,MAC,8758
FRA,MAC,1457
IDN,MAC,6093
IND,MAC,829
ATG,GRC,1299
GRD,GRC,1127
FSM,GRC,164
ABW,GRC,1953
CPV,GRC,1088
CUW,GRC,1971
BRB,GRC,1261
BHS,GRC,2760
CAF,GRC,1149
BLZ,GRC,443
GNQ,GRC,2812
DJI,GRC,7848
GUF,GRC,1121
FJI,GRC,406
BTN,GRC,299
BWA,GRC,479
GLP,GRC,1333
BDI,GRC,1590
BRN,GRC,1720
GAB,GRC,1690
CYP,GRC,664857
COG,GRC,2786
GMB,GRC,5502
EST,GRC,5376
BIH,GRC,8065
GIN,GRC,2587
BFA,GRC,766
CRI,GRC,959
AGO,GRC,3534
BEN,GRC,5246
ARM,GRC,9406
ALB,GRC,435108
GEO,GRC,60214
CMR,GRC,3564
BGR,GRC,51935
COD,GRC,4921
GRC,GRC,9564853
DNK,GRC,10725
FIN,GRC,7390
AUT,GRC,17363
BHR,GRC,8902
DOM,GRC,1040
ETH,GRC,2156
AZE,GRC,1246
GHA,GRC,1906
CHE,GRC,29425
CIV,GRC,1027
BOL,GRC,320
BEL,GRC,15933
BLR,GRC,3892
CZE,GRC,5665
ECU,GRC,406
CHL,GRC,788
ARG,GRC,1098
AUS,GRC,10798
COL,GRC,537
CAN,GRC,5967
ARE,GRC,11261
ESP,GRC,5828
EGY,GRC,2790
BGD,GRC,5183
DZA,GRC,757
GBR,GRC,20355
DEU,GRC,36666
BRA,GRC,654
FRA,GRC,5798
ATG,FIN,1271
ABW,FIN,2060
CPV,FIN,3413
CUW,FIN,1345
BRB,FIN,1983
BHS,FIN,990
CAF,FIN,2444
BLZ,FIN,398
DJI,FIN,7148
BTN,FIN,718
BWA,FIN,845
BDI,FIN,1448
BRN,FIN,991
CYP,FIN,9240
COG,FIN,1242
EST,FIN,388267
BIH,FIN,6753
BFA,FIN,385
CRI,FIN,1110
AGO,FIN,798
BEN,FIN,1663
ARM,FIN,1317
ALB,FIN,5104
CMR,FIN,3181
BGR,FIN,6805
COD,FIN,1228
DNK,FIN,18668
FIN,FIN,9068132
AUT,FIN,10308
BHR,FIN,1598
DOM,FIN,741
ETH,FIN,3252
AZE,FIN,1108
CHE,FIN,15945
CIV,FIN,455
BOL,FIN,312
BEL,FIN,7394
BLR,FIN,4014
CZE,FIN,4900
ECU,FIN,402
CHL,FIN,947
ARG,FIN,625
AUS,FIN,6137
COL,FIN,422
CAN,FIN,3773
ARE,FIN,3102
ESP,FIN,5678
EGY,FIN,640
BGD,FIN,839
DZA,FIN,343
DEU,FIN,8171
BRA,FIN,530
ATG,ECU,1233
ABW,ECU,24238
CPV,ECU,1155
CUW,ECU,13060
BRB,ECU,660
BHS,ECU,1211
CAF,ECU,729
BLZ,ECU,4607
DJI,ECU,514
BTN,ECU,265
BWA,ECU,313
BDI,ECU,380
BRN,ECU,274
CYP,ECU,476
COG,ECU,715
BIH,ECU,237
BFA,ECU,569
CRI,ECU,10940
AGO,ECU,1414
BEN,ECU,9838
ARM,ECU,174
ALB,ECU,440
CMR,ECU,658
BGR,ECU,390
COD,ECU,513
DNK,ECU,498
AUT,ECU,830
BHR,ECU,544
DOM,ECU,13244
AZE,ECU,223
CHE,ECU,4414
CIV,ECU,760
BOL,ECU,13729
BEL,ECU,1729
BLR,ECU,707
CZE,ECU,297
ECU,ECU,3832289
CHL,ECU,18187
ARG,ECU,7662
AUS,ECU,531
COL,ECU,35776
CAN,ECU,1640
ARE,ECU,691
BGD,ECU,319
DZA,ECU,1170
DEU,ECU,1198
BRA,ECU,2061
ATG,ETH,1186
ABW,ETH,259
CPV,ETH,816
CUW,ETH,715
BRB,ETH,869
BHS,ETH,806
CAF,ETH,4171
BLZ,ETH,668
DJI,ETH,594079
BTN,ETH,452
BWA,ETH,3026
BDI,ETH,6086
BRN,ETH,863
CYP,ETH,2786
COG,ETH,2650
EST,ETH,252
BIH,ETH,319
BFA,ETH,2454
CRI,ETH,308
AGO,ETH,3278
BEN,ETH,4495
ARM,ETH,187
ALB,ETH,404
CMR,ETH,2535
BGR,ETH,283
COD,ETH,2679
DNK,ETH,2407
AUT,ETH,1988
BHR,ETH,83196
DOM,ETH,805
ETH,ETH,7788053
AZE,ETH,710
CHE,ETH,11110
CIV,ETH,2946
BOL,ETH,230
BEL,ETH,2851
BLR,ETH,530
CZE,ETH,271
ECU,ETH,267
CHL,ETH,150
ARG,ETH,200
AUS,ETH,3032
COL,ETH,305
CAN,ETH,6754
ARE,ETH,138056
ESP,ETH,383
EGY,ETH,4096
BGD,ETH,1328
DZA,ETH,1257
DEU,ETH,6048
BRA,ETH,258
ATG,MAR,1151
GRD,MAR,1221
KIR,MAR,1150
FSM,MAR,885
LCA,MAR,1158
IMN,MAR,737
ABW,MAR,1268
CYM,MAR,792
JEY,MAR,519
CPV,MAR,2746
CUW,MAR,1051
BRB,MAR,491
BHS,MAR,768
CAF,MAR,33625
BLZ,MAR,1657
ISL,MAR,1275
GNQ,MAR,14026
DJI,MAR,14727
GUF,MAR,2736
GUM,MAR,923
GNB,MAR,13976
FJI,MAR,538
BTN,MAR,596
COM,MAR,11945
GUY,MAR,1969
BWA,MAR,1436
LBR,MAR,7229
GLP,MAR,1710
BDI,MAR,2579
BRN,MAR,954
GAB,MAR,23311
LUX,MAR,5613
CYP,MAR,1874
COG,MAR,14981
LSO,MAR,1212
GMB,MAR,8338
EST,MAR,523
JAM,MAR,1752
LVA,MAR,1139
BIH,MAR,1644
GIN,MAR,27938
BFA,MAR,9782
CRI,MAR,2157
HRV,MAR,618
AGO,MAR,2476
BEN,MAR,5891
LAO,MAR,456
LTU,MAR,984
ARM,MAR,506
ALB,MAR,1248
HTI,MAR,3580
GEO,MAR,1099
CMR,MAR,7323
IRL,MAR,884
LBN,MAR,8708
BGR,MAR,845
COD,MAR,3346
GRC,MAR,994
KGZ,MAR,783
HUN,MAR,1045
DNK,MAR,1154
FIN,MAR,931
HND,MAR,3872
AUT,MAR,1330
BHR,MAR,6676
DOM,MAR,3155
ETH,MAR,2749
LKA,MAR,642
AZE,MAR,828
KEN,MAR,3358
GHA,MAR,4115
JOR,MAR,9327
CHE,MAR,3350
CIV,MAR,16076
BOL,MAR,4062
BEL,MAR,12984
LBY,MAR,9422
KHM,MAR,628
BLR,MAR,2587
CZE,MAR,814
GTM,MAR,2037
ECU,MAR,3398
HKG,MAR,491
KWT,MAR,5236
KAZ,MAR,1534
CHL,MAR,975
ARG,MAR,2176
AUS,MAR,479
ITA,MAR,7688
KOR,MAR,662
COL,MAR,3389
MAR,MAR,1324395
CAN,MAR,2490
ARE,MAR,12031
ESP,MAR,21606
EGY,MAR,8471
BGD,MAR,1279
DZA,MAR,28957
GBR,MAR,1170
DEU,MAR,2778
BRA,MAR,1720
JPN,MAR,245
FRA,MAR,12599
IDN,MAR,1191
IND,MAR,383
ATG,HKG,1106
GRD,HKG,1090
FSM,HKG,1962
ABW,HKG,2294
CPV,HKG,428
CUW,HKG,1887
BRB,HKG,1351
BHS,HKG,2252
CAF,HKG,649
BLZ,HKG,911
GNQ,HKG,604
DJI,HKG,408
GUF,HKG,1964
GUM,HKG,13002
GNB,HKG,226
FJI,HKG,1386
BTN,HKG,2789
GUY,HKG,381
BWA,HKG,372
GLP,HKG,647
BDI,HKG,240
BRN,HKG,27795
GAB,HKG,358
CYP,HKG,5684
COG,HKG,317
GMB,HKG,2933
EST,HKG,1468
BIH,HKG,343
GIN,HKG,358
BFA,HKG,208
CRI,HKG,604
AGO,HKG,236
BEN,HKG,830
ARM,HKG,310
ALB,HKG,433
GEO,HKG,322
CMR,HKG,386
BGR,HKG,630
COD,HKG,212
GRC,HKG,1424
DNK,HKG,2495
FIN,HKG,2162
AUT,HKG,2169
BHR,HKG,9688
DOM,HKG,300
ETH,HKG,387
AZE,HKG,358
GHA,HKG,985
CHE,HKG,5560
CIV,HKG,257
BOL,HKG,236
BEL,HKG,1985
BLR,HKG,623
CZE,HKG,786
GTM,HKG,155
ECU,HKG,243
HKG,HKG,2987191
CHL,HKG,391
ARG,HKG,346
AUS,HKG,21965
COL,HKG,273
CAN,HKG,16199
ARE,HKG,11489
ESP,HKG,1533
EGY,HKG,343
BGD,HKG,800
DZA,HKG,275
GBR,HKG,13491
DEU,HKG,2038
BRA,HKG,277
FRA,HKG,2064
ATG,BRN,1085
ABW,BRN,2642
BRB,BRN,1167
BDI,BRN,348
BRN,BRN,73641537
BIH,BRN,587
BFA,BRN,336
AGO,BRN,555
BEN,BRN,702
ARM,BRN,192
ALB,BRN,401
BGR,BRN,454
AUT,BRN,867
BHR,BRN,44477
AZE,BRN,709
BEL,BRN,795
ARG,BRN,304
AUS,BRN,11472
ARE,BRN,33017
BGD,BRN,55514
ATG,SAU,1041
GRD,SAU,1091
KIR,SAU,2053
FSM,SAU,1952
LCA,SAU,951
IMN,SAU,1616
ABW,SAU,1557
CYM,SAU,8869
JEY,SAU,1231
CPV,SAU,596
CUW,SAU,826
BRB,SAU,564
BHS,SAU,1190
CAF,SAU,8312
BLZ,SAU,775
ISL,SAU,1216
GNQ,SAU,4243
DJI,SAU,50132
MLT,SAU,11449
PYF,SAU,232
GUF,SAU,1078
GUM,SAU,8019
NCL,SAU,214
MNE,SAU,1599
GNB,SAU,2832
FJI,SAU,1751
MDV,SAU,92580
BTN,SAU,2276
COM,SAU,4324
GUY,SAU,1814
BWA,SAU,1347
MTQ,SAU,268
LBR,SAU,5307
GLP,SAU,368
BDI,SAU,20303
BRN,SAU,30182
GAB,SAU,1946
LUX,SAU,2052
PNG,SAU,1663
CYP,SAU,11560
COG,SAU,2225
MUS,SAU,8127
LSO,SAU,988
RWA,SAU,6185
MKD,SAU,980
MRT,SAU,22009
MAC,SAU,9123
GMB,SAU,4778
NER,SAU,10446
EST,SAU,356
JAM,SAU,1456
REU,SAU,533
LVA,SAU,394
MWI,SAU,2057
BIH,SAU,1840
GIN,SAU,4447
PRY,SAU,1072
MDG,SAU,4164
PRI,SAU,302
BFA,SAU,3878
MNG,SAU,302
CRI,SAU,587
MOZ,SAU,2090
HRV,SAU,656
AGO,SAU,1658
MDA,SAU,364
BEN,SAU,2942
LAO,SAU,608
LTU,SAU,291
ARM,SAU,377
ALB,SAU,944
HTI,SAU,1498
MLI,SAU,5420
SRB,SAU,904
PAN,SAU,802
GEO,SAU,737
NOR,SAU,2209
NIC,SAU,893
CMR,SAU,2266
IRL,SAU,3210
LBN,SAU,42791
BGR,SAU,491
COD,SAU,1961
GRC,SAU,5483
KGZ,SAU,1040
HUN,SAU,388
DNK,SAU,1095
FIN,SAU,1126
HND,SAU,792
PRT,SAU,1342
AUT,SAU,1817
BHR,SAU,188240
DOM,SAU,1243
ETH,SAU,114399
NZL,SAU,3262
LKA,SAU,21908
AZE,SAU,1089
KEN,SAU,32016
GHA,SAU,9152
JOR,SAU,48000
CHE,SAU,2325
CIV,SAU,3529
ROU,SAU,858
BOL,SAU,409
BEL,SAU,1511
LBY,SAU,16403
KHM,SAU,898
BLR,SAU,895
OMN,SAU,171826
CZE,SAU,410
GTM,SAU,354
ECU,SAU,529
NPL,SAU,42521
HKG,SAU,6344
QAT,SAU,168090
NLD,SAU,2002
KWT,SAU,129373
KAZ,SAU,752
MYS,SAU,16834
CHL,SAU,294
POL,SAU,309
ARG,SAU,368
AUS,SAU,2493
ITA,SAU,2647
KOR,SAU,1257
NGA,SAU,4387
COL,SAU,633
PER,SAU,413
MAR,SAU,8054
MMR,SAU,830
CAN,SAU,3693
ARE,SAU,141906
ESP,SAU,1241
EGY,SAU,63160
PAK,SAU,94988
BGD,SAU,113465
DZA,SAU,3809
GBR,SAU,3190
DEU,SAU,2611
PHL,SAU,38643
SAU,SAU,682075
BRA,SAU,546
JPN,SAU,1257
FRA,SAU,1602
MEX,SAU,336
IDN,SAU,5071
IND,SAU,13234
ATG,PRY,1033
GRD,PRY,885
KIR,PRY,488
FSM,PRY,199
LCA,PRY,1184
IMN,PRY,221
ABW,PRY,4200
CYM,PRY,1700
JEY,PRY,396
CPV,PRY,1959
CUW,PRY,2620
BRB,PRY,718
BHS,PRY,801
CAF,PRY,1567
BLZ,PRY,7208
ISL,PRY,1531
GNQ,PRY,15134
DJI,PRY,700
MLT,PRY,1062
PYF,PRY,399
GUF,PRY,2074
GUM,PRY,296
NCL,PRY,870
MNE,PRY,1018
GNB,PRY,1912
FJI,PRY,507
MDV,PRY,902
BTN,PRY,229
COM,PRY,551
GUY,PRY,2562
BWA,PRY,412
MTQ,PRY,464
LBR,PRY,1952
GLP,PRY,596
BDI,PRY,635
BRN,PRY,381
GAB,PRY,1325
LUX,PRY,1665
PNG,PRY,524
CYP,PRY,1182
COG,PRY,1502
MUS,PRY,779
LSO,PRY,292
MKD,PRY,645
MRT,PRY,1096
MAC,PRY,338
GMB,PRY,3831
NER,PRY,855
EST,PRY,415
JAM,PRY,1717
LVA,PRY,272
MWI,PRY,347
BIH,PRY,362
GIN,PRY,1073
PRY,PRY,22377728
MDG,PRY,1169
PRI,PRY,4260
BFA,PRY,1056
MNG,PRY,183
CRI,PRY,11881
MOZ,PRY,1982
HRV,PRY,520
AGO,PRY,3363
MDA,PRY,209
BEN,PRY,5278
LAO,PRY,207
LTU,PRY,247
ARM,PRY,156
ALB,PRY,841
HTI,PRY,4273
MLI,PRY,1120
PAN,PRY,13323
GEO,PRY,300
NOR,PRY,710
NIC,PRY,20031
CMR,PRY,1475
IRL,PRY,1157
LBN,PRY,4226
BGR,PRY,544
COD,PRY,896
GRC,PRY,735
KGZ,PRY,140
HUN,PRY,345
DNK,PRY,461
FIN,PRY,358
HND,PRY,18293
PRT,PRY,2295
AUT,PRY,1114
BHR,PRY,1182
DOM,PRY,13467
ETH,PRY,406
NZL,PRY,569
LKA,PRY,1020
AZE,PRY,433
KEN,PRY,839
GHA,PRY,2020
JOR,PRY,952
CHE,PRY,5644
CIV,PRY,1872
BOL,PRY,31379
BEL,PRY,1525
LBY,PRY,604
KHM,PRY,228
BLR,PRY,427
OMN,PRY,1077
CZE,PRY,318
GTM,PRY,16543
ECU,PRY,15083
NPL,PRY,252
HKG,PRY,307
NLD,PRY,675
KWT,PRY,1265
KAZ,PRY,365
MYS,PRY,297
CHL,PRY,16426
POL,PRY,232
ARG,PRY,191952
AUS,PRY,563
ITA,PRY,2381
KOR,PRY,690
NGA,PRY,1146
COL,PRY,12405
PER,PRY,17369
MAR,PRY,6495
MMR,PRY,137
CAN,PRY,1129
ARE,PRY,1591
ESP,PRY,60647
EGY,PRY,1550
PAK,PRY,1363
BGD,PRY,602
DZA,PRY,2080
GBR,PRY,600
DEU,PRY,1802
PHL,PRY,1033
BRA,PRY,20058
JPN,PRY,1207
FRA,PRY,1168
MEX,PRY,10146
IDN,PRY,336
IND,PRY,444
ATG,HUN,1022
GRD,HUN,1126
FSM,HUN,98
ABW,HUN,1804
CPV,HUN,1449
CUW,HUN,1489
BRB,HUN,1100
BHS,HUN,725
CAF,HUN,741
BLZ,HUN,317
GNQ,HUN,341
DJI,HUN,281
GUF,HUN,1071
GUM,HUN,398
GNB,HUN,342
FJI,HUN,224
BTN,HUN,434
GUY,HUN,315
BWA,HUN,319
GLP,HUN,995
BDI,HUN,301
BRN,HUN,404
GAB,HUN,310
CYP,HUN,10609
COG,HUN,356
GMB,HUN,2012
EST,HUN,5083
BIH,HUN,4095
GIN,HUN,383
BFA,HUN,248
CRI,HUN,826
HRV,HUN,11418
AGO,HUN,526
BEN,HUN,2640
ARM,HUN,844
ALB,HUN,4449
HTI,HUN,203
GEO,HUN,1832
CMR,HUN,508
BGR,HUN,5142
COD,HUN,232
GRC,HUN,4840
HUN,HUN,9214411
DNK,HUN,11102
FIN,HUN,6485
HND,HUN,208
AUT,HUN,138438
BHR,HUN,827
DOM,HUN,468
ETH,HUN,380
AZE,HUN,2393
GHA,HUN,986
CHE,HUN,40240
CIV,HUN,853
BOL,HUN,247
BEL,HUN,7472
BLR,HUN,2349
CZE,HUN,10164
GTM,HUN,194
ECU,HUN,408
HKG,HUN,737
CHL,HUN,488
ARG,HUN,579
AUS,HUN,2571
COL,HUN,358
CAN,HUN,3405
ARE,HUN,2121
ESP,HUN,3830
EGY,HUN,580
BGD,HUN,170
DZA,HUN,861
GBR,HUN,16668
DEU,HUN,30565
BRA,HUN,408
FRA,HUN,2669
ATG,NCL,921
GRD,NCL,916
KIR,NCL,44268
FSM,NCL,4633
LCA,NCL,1327
IMN,NCL,740
ABW,NCL,986
CYM,NCL,2185
JEY,NCL,1786
CPV,NCL,871
CUW,NCL,655
BRB,NCL,660
BHS,NCL,789
CAF,NCL,1721
BLZ,NCL,833
ISL,NCL,1935
GNQ,NCL,718
DJI,NCL,6390
MLT,NCL,4277
GUF,NCL,104261
GUM,NCL,5216
NCL,NCL,135845627
MNE,NCL,803
GNB,NCL,633
FJI,NCL,66598
MDV,NCL,2116
BTN,NCL,128
COM,NCL,3963
GUY,NCL,446
BWA,NCL,250
MTQ,NCL,135810
LBR,NCL,540
GLP,NCL,87716
BDI,NCL,979
BRN,NCL,678
GAB,NCL,5819
LUX,NCL,11846
CYP,NCL,1239
COG,NCL,2323
MUS,NCL,16780
LSO,NCL,125
MKD,NCL,354
MRT,NCL,874
MAC,NCL,812
GMB,NCL,721
EST,NCL,689
JAM,NCL,1106
LVA,NCL,567
MWI,NCL,165
BIH,NCL,472
GIN,NCL,941
MDG,NCL,5540
BFA,NCL,1706
MNG,NCL,246
CRI,NCL,765
MOZ,NCL,282
HRV,NCL,650
AGO,NCL,537
MDA,NCL,1369
BEN,NCL,51553
LAO,NCL,356
LTU,NCL,670
ARM,NCL,188
ALB,NCL,277
HTI,NCL,1251
MLI,NCL,1840
GEO,NCL,477
CMR,NCL,1784
IRL,NCL,1992
LBN,NCL,1039
BGR,NCL,576
COD,NCL,1061
GRC,NCL,945
KGZ,NCL,339
HUN,NCL,648
DNK,NCL,858
FIN,NCL,684
HND,NCL,137
AUT,NCL,1151
BHR,NCL,436
DOM,NCL,526
ETH,NCL,184
LKA,NCL,234
AZE,NCL,150
KEN,NCL,315
