loc1,loc2,score
GAB,GNB,48872
CYP,GNB,3202
COG,GNB,56742
GMB,GNB,1191793
EST,GNB,210
BIH,GNB,369
GIN,GNB,1112394
BFA,GNB,27594
CRI,GNB,1710
AGO,GNB,343468
BEN,GNB,31387
ARM,GNB,203
ALB,GNB,524
GEO,GNB,366
CMR,GNB,15455
BGR,GNB,417
COD,GNB,14027
GRC,GNB,677
DNK,GNB,5244
FIN,GNB,1109
AUT,GNB,3802
BHR,GNB,1245
DOM,GNB,2771
ETH,GNB,2047
AZE,GNB,715
GHA,GNB,14433
CHE,GNB,46045
CIV,GNB,56883
BOL,GNB,758
BEL,GNB,14331
BLR,GNB,891
CZE,GNB,536
GTM,GNB,575
ECU,GNB,737
CHL,GNB,499
ARG,GNB,776
AUS,GNB,242
COL,GNB,1078
CAN,GNB,1067
ARE,GNB,5271
ESP,GNB,22652
EGY,GNB,1592
BGD,GNB,837
DZA,GNB,3064
GBR,GNB,20253
DEU,GNB,8183
BRA,GNB,13954
FRA,GNB,25892
ATG,QAT,3430
GRD,QAT,3641
KIR,QAT,3695
FSM,QAT,4011
LCA,QAT,2257
IMN,QAT,6662
ABW,QAT,3960
CYM,QAT,34303
JEY,QAT,5595
CPV,QAT,1851
CUW,QAT,1925
BRB,QAT,2024
BHS,QAT,3282
CAF,QAT,4795
BLZ,QAT,1742
ISL,QAT,4539
GNQ,QAT,6364
DJI,QAT,21600
MLT,QAT,26602
PYF,QAT,763
GUF,QAT,1473
GUM,QAT,23128
NCL,QAT,571
MNE,QAT,3578
GNB,QAT,2285
FJI,QAT,4100
MDV,QAT,131776
BTN,QAT,33669
COM,QAT,9588
GUY,QAT,3812
BWA,QAT,3304
MTQ,QAT,614
LBR,QAT,9638
GLP,QAT,831
BDI,QAT,9039
BRN,QAT,45872
GAB,QAT,2463
LUX,QAT,5020
PNG,QAT,2914
CYP,QAT,25111
COG,QAT,2606
MUS,QAT,17216
LSO,QAT,1669
MKD,QAT,6571
MRT,QAT,36159
MAC,QAT,24956
GMB,QAT,31272
NER,QAT,4043
EST,QAT,1302
JAM,QAT,3333
LVA,QAT,1282
MWI,QAT,2961
BIH,QAT,5504
GIN,QAT,7293
PRY,QAT,1339
MDG,QAT,2474
PRI,QAT,741
BFA,QAT,3485
MNG,QAT,548
CRI,QAT,1306
MOZ,QAT,2972
HRV,QAT,3874
AGO,QAT,2063
MDA,QAT,1758
BEN,QAT,2715
LAO,QAT,896
LTU,QAT,998
ARM,QAT,1704
ALB,QAT,2867
HTI,QAT,1521
MLI,QAT,2948
PAN,QAT,1244
GEO,QAT,2421
NOR,QAT,4068
NIC,QAT,1017
CMR,QAT,4343
IRL,QAT,10496
LBN,QAT,86676
BGR,QAT,1373
COD,QAT,2167
GRC,QAT,6998
KGZ,QAT,3042
HUN,QAT,1354
DNK,QAT,2946
FIN,QAT,2758
HND,QAT,905
PRT,QAT,5380
AUT,QAT,3203
BHR,QAT,311104
DOM,QAT,1175
ETH,QAT,52570
NZL,QAT,11944
LKA,QAT,234801
AZE,QAT,2084
KEN,QAT,145604
GHA,QAT,28935
JOR,QAT,65067
CHE,QAT,5447
CIV,QAT,2479
BOL,QAT,573
BEL,QAT,2882
LBY,QAT,8696
KHM,QAT,1075
BLR,QAT,1904
OMN,QAT,274702
CZE,QAT,1006
GTM,QAT,406
ECU,QAT,679
NPL,QAT,325509
HKG,QAT,12785
QAT,QAT,2907174
NLD,QAT,3254
KWT,QAT,197036
KAZ,QAT,1400
MYS,QAT,25694
CHL,QAT,468
POL,QAT,853
ARG,QAT,543
AUS,QAT,9406
ITA,QAT,4544
KOR,QAT,3348
NGA,QAT,6182
COL,QAT,727
PER,QAT,528
MAR,QAT,11597
MMR,QAT,1390
CAN,QAT,10334
ARE,QAT,295897
ESP,QAT,2316
EGY,QAT,31342
PAK,QAT,38214
BGD,QAT,148038
DZA,QAT,3977
GBR,QAT,8643
DEU,QAT,3871
PHL,QAT,70279
BRA,QAT,803
JPN,QAT,4034
FRA,QAT,3871
MEX,QAT,427
IDN,QAT,2773
IND,QAT,29335
ATG,BHR,3419
ABW,BHR,4283
BRB,BHR,2454
BIH,BHR,1924
BFA,BHR,1553
AGO,BHR,1510
ARM,BHR,857
ALB,BHR,1609
BGR,BHR,1708
AUT,BHR,2178
BHR,BHR,8142826
AZE,BHR,1514
BEL,BHR,2037
ARG,BHR,495
AUS,BHR,6822
ARE,BHR,255056
BGD,BHR,152021
ATG,FSM,3267
FSM,FSM,584673303
ABW,FSM,1956
CPV,FSM,959
CUW,FSM,1144
BRB,FSM,2527
BHS,FSM,3305
CAF,FSM,321
BLZ,FSM,130223
DJI,FSM,496
FJI,FSM,242695
BTN,FSM,443
BWA,FSM,434
BDI,FSM,520
BRN,FSM,2181
CYP,FSM,874
COG,FSM,503
EST,FSM,121
BIH,FSM,1224
BFA,FSM,276
CRI,FSM,304
AGO,FSM,386
BEN,FSM,4539
ARM,FSM,319
ALB,FSM,113
CMR,FSM,924
BGR,FSM,255
COD,FSM,535
DNK,FSM,234
FIN,FSM,213
AUT,FSM,469
BHR,FSM,4834
DOM,FSM,1260
ETH,FSM,647
AZE,FSM,132
CHE,FSM,761
CIV,FSM,770
BOL,FSM,142
BEL,FSM,525
BLR,FSM,209
CZE,FSM,99
ECU,FSM,345
CHL,FSM,97
ARG,FSM,97
AUS,FSM,3687
COL,FSM,164
CAN,FSM,1680
ARE,FSM,3269
ESP,FSM,210
EGY,FSM,185
BGD,FSM,528
DZA,FSM,407
DEU,FSM,764
BRA,FSM,133
ATG,CIV,3159
ABW,CIV,1082
BRB,CIV,1563
BHS,CIV,2585
CAF,CIV,109994
BLZ,CIV,1267
BTN,CIV,341
BWA,CIV,19631
BDI,CIV,79593
BRN,CIV,435
COG,CIV,275067
BIH,CIV,798
BFA,CIV,645107
AGO,CIV,32817
BEN,CIV,205156
ARM,CIV,561
ALB,CIV,1289
BGR,CIV,696
COD,CIV,95766
AUT,CIV,898
BHR,CIV,1673
AZE,CIV,1974
CHE,CIV,4411
CIV,CIV,5742888
BOL,CIV,636
BEL,CIV,6504
BLR,CIV,1768
ARG,CIV,906
AUS,CIV,298
CAN,CIV,5063
ARE,CIV,4175
BGD,CIV,1095
BRA,CIV,1555
ATG,RWA,3038
GRD,RWA,2874
KIR,RWA,2299
FSM,RWA,518
LCA,RWA,2534
IMN,RWA,427
ABW,RWA,561
CYM,RWA,1439
JEY,RWA,859
CPV,RWA,3290
CUW,RWA,992
BRB,RWA,1726
BHS,RWA,1969
CAF,RWA,533567
BLZ,RWA,969
ISL,RWA,1085
GNQ,RWA,12044
DJI,RWA,13935
MLT,RWA,1849
PYF,RWA,198
GUF,RWA,3323
GUM,RWA,413
NCL,RWA,394
MNE,RWA,650
GNB,RWA,11579
FJI,RWA,1374
MDV,RWA,3045
BTN,RWA,1033
COM,RWA,22008
GUY,RWA,2693
BWA,RWA,21673
MTQ,RWA,1614
LBR,RWA,203432
GLP,RWA,1552
BDI,RWA,2184653
BRN,RWA,621
GAB,RWA,39467
LUX,RWA,6001
PNG,RWA,14858
CYP,RWA,10669
COG,RWA,43699
MUS,RWA,6189
LSO,RWA,14146
RWA,RWA,50239043
MKD,RWA,668
MRT,RWA,12563
MAC,RWA,206
GMB,RWA,14240
NER,RWA,28565
EST,RWA,344
JAM,RWA,5407
REU,RWA,13867
LVA,RWA,441
MWI,RWA,298959
BIH,RWA,509
GIN,RWA,23827
PRY,RWA,680
MDG,RWA,13235
PRI,RWA,315
BFA,RWA,29294
MNG,RWA,322
CRI,RWA,644
MOZ,RWA,63374
HRV,RWA,385
AGO,RWA,15856
MDA,RWA,283
BEN,RWA,71993
LAO,RWA,381
LTU,RWA,411
ARM,RWA,413
ALB,RWA,592
HTI,RWA,10228
MLI,RWA,25409
SRB,RWA,558
PAN,RWA,612
GEO,RWA,613
NOR,RWA,3856
NIC,RWA,916
CMR,RWA,27455
IRL,RWA,911
LBN,RWA,1467
BGR,RWA,386
COD,RWA,215056
GRC,RWA,542
KGZ,RWA,476
HUN,RWA,272
DNK,RWA,2171
FIN,RWA,5374
HND,RWA,780
PRT,RWA,753
AUT,RWA,836
BHR,RWA,5104
DOM,RWA,2883
ETH,RWA,10238
NZL,RWA,1194
LKA,RWA,2234
AZE,RWA,1149
KEN,RWA,111802
GHA,RWA,42075
JOR,RWA,1253
CHE,RWA,2754
CIV,RWA,32798
ROU,RWA,687
BOL,RWA,410
BEL,RWA,15801
LBY,RWA,4496
KHM,RWA,551
BLR,RWA,760
OMN,RWA,15410
CZE,RWA,379
GTM,RWA,388
ECU,RWA,480
NPL,RWA,1010
HKG,RWA,421
QAT,RWA,11696
NLD,RWA,3183
KWT,RWA,3751
KAZ,RWA,536
MYS,RWA,568
CHL,RWA,295
POL,RWA,1760
ARG,RWA,347
AUS,RWA,2330
ITA,RWA,908
KOR,RWA,1010
NGA,RWA,16405
COL,RWA,614
PER,RWA,367
MAR,RWA,3325
MMR,RWA,534
CAN,RWA,9156
ARE,RWA,15677
ESP,RWA,528
EGY,RWA,2034
PAK,RWA,3205
BGD,RWA,2661
DZA,RWA,1973
GBR,RWA,1692
DEU,RWA,1863
PHL,RWA,1309
BRA,RWA,499
JPN,RWA,422
FRA,RWA,3358
MEX,RWA,337
IDN,RWA,575
IND,RWA,1808
ATG,MLI,2999
GRD,MLI,3354
KIR,MLI,1051
FSM,MLI,325
LCA,MLI,2691
IMN,MLI,134
ABW,MLI,682
CYM,MLI,1076
JEY,MLI,249
CPV,MLI,7233
CUW,MLI,1003
BRB,MLI,1494
BHS,MLI,2561
CAF,MLI,131855
BLZ,MLI,1163
ISL,MLI,383
GNQ,MLI,776480
DJI,MLI,17345
GUF,MLI,13748
GUM,MLI,397
MNE,MLI,691
GNB,MLI,64767
FJI,MLI,1109
BTN,MLI,455
COM,MLI,11738
GUY,MLI,3214
BWA,MLI,16722
LBR,MLI,96068
GLP,MLI,5812
BDI,MLI,49190
BRN,MLI,389
GAB,MLI,422073
LUX,MLI,4603
CYP,MLI,4331
COG,MLI,438294
LSO,MLI,10273
MKD,MLI,1252
GMB,MLI,117364
EST,MLI,386
JAM,MLI,6543
LVA,MLI,482
BIH,MLI,486
GIN,MLI,568093
MDG,MLI,22760
BFA,MLI,476864
CRI,MLI,602
HRV,MLI,417
AGO,MLI,30127
MDA,MLI,449
BEN,MLI,125674
LAO,MLI,299
LTU,MLI,809
ARM,MLI,237
ALB,MLI,982
HTI,MLI,24855
MLI,MLI,14199564
GEO,MLI,450
CMR,MLI,68890
IRL,MLI,512
LBN,MLI,4537
BGR,MLI,405
COD,MLI,62453
GRC,MLI,955
KGZ,MLI,597
HUN,MLI,401
DNK,MLI,486
FIN,MLI,361
HND,MLI,893
AUT,MLI,815
BHR,MLI,1816
DOM,MLI,2989
ETH,MLI,3219
LKA,MLI,1528
AZE,MLI,1007
KEN,MLI,32354
GHA,MLI,33139
JOR,MLI,3301
CHE,MLI,2477
CIV,MLI,470937
BOL,MLI,567
BEL,MLI,3938
LBY,MLI,27281
KHM,MLI,1429
BLR,MLI,984
CZE,MLI,326
GTM,MLI,519
ECU,MLI,668
HKG,MLI,252
KWT,MLI,8961
KAZ,MLI,674
CHL,MLI,405
ARG,MLI,500
AUS,MLI,277
ITA,MLI,7205
KOR,MLI,529
COL,MLI,760
MAR,MLI,15845
CAN,MLI,3848
ARE,MLI,4466
ESP,MLI,9400
EGY,MLI,4147
BGD,MLI,1423
DZA,MLI,16789
GBR,MLI,654
DEU,MLI,1509
BRA,MLI,734
JPN,MLI,303
FRA,MLI,28960
IDN,MLI,480
IND,MLI,804
ATG,DJI,2830
ABW,DJI,396
CPV,DJI,2166
CUW,DJI,736
BRB,DJI,2270
BHS,DJI,1361
CAF,DJI,64441
BLZ,DJI,1854
DJI,DJI,173751157
BTN,DJI,777
BWA,DJI,3960
BDI,DJI,14145
BRN,DJI,821
CYP,DJI,10314
COG,DJI,20526
BIH,DJI,647
BFA,DJI,13637
CRI,DJI,386
AGO,DJI,4317
BEN,DJI,23227
ARM,DJI,194
ALB,DJI,518
CMR,DJI,21299
BGR,DJI,330
COD,DJI,10287
AUT,DJI,6750
BHR,DJI,14083
AZE,DJI,805
CHE,DJI,11111
CIV,DJI,10248
BOL,DJI,414
BEL,DJI,26572
BLR,DJI,692
CZE,DJI,260
CHL,DJI,204
ARG,DJI,257
AUS,DJI,1577
COL,DJI,459
CAN,DJI,17754
ARE,DJI,21054
BGD,DJI,1667
DEU,DJI,8436
BRA,DJI,459
ATG,MOZ,2812
GRD,MOZ,3917
KIR,MOZ,2234
FSM,MOZ,485
LCA,MOZ,3411
IMN,MOZ,431
ABW,MOZ,759
CYM,MOZ,1777
JEY,MOZ,2598
CPV,MOZ,67680
CUW,MOZ,979
BRB,MOZ,1425
BHS,MOZ,1961
CAF,MOZ,18317
BLZ,MOZ,1814
ISL,MOZ,1219
GNQ,MOZ,25787
DJI,MOZ,5684
MLT,MOZ,958
GUF,MOZ,5066
GUM,MOZ,429
MNE,MOZ,425
GNB,MOZ,218484
FJI,MOZ,1821
MDV,MOZ,1361
BTN,MOZ,489
COM,MOZ,13029
GUY,MOZ,3930
BWA,MOZ,35854
MTQ,MOZ,1180
LBR,MOZ,50694
GLP,MOZ,1721
BDI,MOZ,90125
BRN,MOZ,466
GAB,MOZ,25170
LUX,MOZ,4970
CYP,MOZ,1465
COG,MOZ,42746
MUS,MOZ,3157
LSO,MOZ,24177
MKD,MOZ,504
MRT,MOZ,11220
MAC,MOZ,1593
GMB,MOZ,16264
EST,MOZ,214
JAM,MOZ,5873
LVA,MOZ,244
MWI,MOZ,114031
BIH,MOZ,297
GIN,MOZ,49760
MDG,MOZ,38566
BFA,MOZ,24793
MNG,MOZ,247
CRI,MOZ,988
MOZ,MOZ,17582942
HRV,MOZ,277
AGO,MOZ,779423
MDA,MOZ,256
BEN,MOZ,33625
LAO,MOZ,276
LTU,MOZ,186
ARM,MOZ,192
ALB,MOZ,490
HTI,MOZ,13348
MLI,MOZ,27011
GEO,MOZ,401
CMR,MOZ,21521
IRL,MOZ,627
LBN,MOZ,2864
BGR,MOZ,398
COD,MOZ,41382
GRC,MOZ,460
KGZ,MOZ,353
HUN,MOZ,237
DNK,MOZ,690
FIN,MOZ,517
HND,MOZ,1511
AUT,MOZ,448
BHR,MOZ,1787
DOM,MOZ,6840
ETH,MOZ,3178
LKA,MOZ,1481
AZE,MOZ,892
KEN,MOZ,32436
GHA,MOZ,18942
JOR,MOZ,725
CHE,MOZ,1828
CIV,MOZ,41502
BOL,MOZ,1003
BEL,MOZ,1065
LBY,MOZ,1679
KHM,MOZ,355
BLR,MOZ,570
CZE,MOZ,237
GTM,MOZ,898
ECU,MOZ,1005
HKG,MOZ,260
KWT,MOZ,1327
KAZ,MOZ,528
MYS,MOZ,403
CHL,MOZ,571
ARG,MOZ,797
AUS,MOZ,521
ITA,MOZ,847
KOR,MOZ,200
COL,MOZ,1316
MAR,MOZ,2201
MMR,MOZ,207
CAN,MOZ,591
ARE,MOZ,2621
ESP,MOZ,891
EGY,MOZ,1222
BGD,MOZ,2083
DZA,MOZ,1846
GBR,MOZ,1175
DEU,MOZ,977
BRA,MOZ,7016
JPN,MOZ,243
FRA,MOZ,972
MEX,MOZ,705
IDN,MOZ,436
IND,MOZ,1044
ATG,SLB,2786
GRD,SLB,4400
KIR,SLB,3450377
FSM,SLB,106184
LCA,SLB,9213
IMN,SLB,45350
ABW,SLB,511
CYM,SLB,5183
JEY,SLB,299
CPV,SLB,1406
SLB,SLB,290995332
CUW,SLB,702
BRB,SLB,1403
BHS,SLB,1541
CAF,SLB,1902
BLZ,SLB,3643
ISL,SLB,252
GNQ,SLB,1675
DJI,SLB,1196
MLT,SLB,839
PYF,SLB,15560
GUF,SLB,1321
GUM,SLB,9813
NCL,SLB,45283
MNE,SLB,200
GNB,SLB,1607
FJI,SLB,1166231
MDV,SLB,4450
BTN,SLB,635
COM,SLB,79145
GUY,SLB,10848
BWA,SLB,2719
MTQ,SLB,479
LBR,SLB,8704
GLP,SLB,727
BDI,SLB,3591
BRN,SLB,4969
GAB,SLB,2728
LUX,SLB,310
PNG,SLB,1426468
CYP,SLB,838
COG,SLB,3264
MUS,SLB,153726
LSO,SLB,898
RWA,SLB,4237
MKD,SLB,392
MRT,SLB,940
MAC,SLB,5500
GMB,SLB,3506
NER,SLB,1733
EST,SLB,117
JAM,SLB,3295
REU,SLB,18996
LVA,SLB,162
MWI,SLB,2684
BIH,SLB,399
GIN,SLB,1549
PRY,SLB,410
MDG,SLB,9659
PRI,SLB,143
BFA,SLB,1653
MNG,SLB,359
CRI,SLB,341
MOZ,SLB,8955
HRV,SLB,680
AGO,SLB,3526
MDA,SLB,99
BEN,SLB,14066
LAO,SLB,312
LTU,SLB,101
ARM,SLB,243
ALB,SLB,223
HTI,SLB,2372
MLI,SLB,1752
SRB,SLB,295
PAN,SLB,443
GEO,SLB,192
NOR,SLB,385
NIC,SLB,593
CMR,SLB,2035
IRL,SLB,872
LBN,SLB,298
BGR,SLB,162
COD,SLB,2259
GRC,SLB,236
KGZ,SLB,400
HUN,SLB,102
DNK,SLB,324
FIN,SLB,593
HND,SLB,368
PRT,SLB,283
AUT,SLB,240
BHR,SLB,1662
DOM,SLB,1339
ETH,SLB,2238
NZL,SLB,59600
LKA,SLB,3989
AZE,SLB,209
KEN,SLB,3537
GHA,SLB,5870
JOR,SLB,339
CHE,SLB,634
CIV,SLB,2050
ROU,SLB,214
BOL,SLB,353
BEL,SLB,444
LBY,SLB,373
KHM,SLB,450
BLR,SLB,150
OMN,SLB,1354
CZE,SLB,128
GTM,SLB,183
ECU,SLB,332
NPL,SLB,472
HKG,SLB,1317
QAT,SLB,2364
NLD,SLB,464
KWT,SLB,1624
KAZ,SLB,277
MYS,SLB,12650
CHL,SLB,183
POL,SLB,103
ARG,SLB,222
AUS,SLB,55722
ITA,SLB,266
KOR,SLB,510
NGA,SLB,3214
COL,SLB,354
PER,SLB,199
MAR,SLB,715
MMR,SLB,523
CAN,SLB,1267
ARE,SLB,2038
ESP,SLB,182
EGY,SLB,380
PAK,SLB,1444
BGD,SLB,2450
DZA,SLB,531
GBR,SLB,939
DEU,SLB,386
PHL,SLB,4132
SAU,SLB,1795
BRA,SLB,294
JPN,SLB,1163
FRA,SLB,330
MEX,SLB,160
IDN,SLB,5085
IND,SLB,779
ATG,GIN,2668
GRD,GIN,3016
FSM,GIN,341
ABW,GIN,801
CPV,GIN,34265
CUW,GIN,974
BRB,GIN,1307
BHS,GIN,2599
CAF,GIN,94156
BLZ,GIN,1347
DJI,GIN,25754
GUF,GIN,21476
FJI,GIN,635
BTN,GIN,248
BWA,GIN,18873
BDI,GIN,45705
BRN,GIN,414
GAB,GIN,200030
CYP,GIN,49424
COG,GIN,183444
GMB,GIN,1130965
EST,GIN,393
BIH,GIN,387
GIN,GIN,23962380
BFA,GIN,220707
CRI,GIN,599
AGO,GIN,86428
BEN,GIN,88240
ARM,GIN,378
ALB,GIN,722
GEO,GIN,518
CMR,GIN,90823
BGR,GIN,357
COD,GIN,53002
DNK,GIN,588
FIN,GIN,844
AUT,GIN,1525
BHR,GIN,1691
DOM,GIN,3184
ETH,GIN,2730
AZE,GIN,1003
GHA,GIN,31556
CHE,GIN,9958
CIV,GIN,350627
BOL,GIN,480
BEL,GIN,43031
BLR,GIN,3465
CZE,GIN,392
ECU,GIN,543
CHL,GIN,444
ARG,GIN,470
AUS,GIN,1253
COL,GIN,701
CAN,GIN,6831
ARE,GIN,8402
ESP,GIN,10533
EGY,GIN,5575
BGD,GIN,1182
DZA,GIN,21353
GBR,GIN,2266
DEU,GIN,13038
BRA,GIN,859
FRA,GIN,56546
ATG,SRB,2630
GRD,SRB,2509
KIR,SRB,243
FSM,SRB,113
LCA,SRB,2612
IMN,SRB,1838
ABW,SRB,1579
CYM,SRB,10078
JEY,SRB,2804
CPV,SRB,1624
CUW,SRB,1013
BRB,SRB,1368
BHS,SRB,1203
CAF,SRB,5251
BLZ,SRB,379
ISL,SRB,29351
GNQ,SRB,3365
DJI,SRB,665
MLT,SRB,209423
PYF,SRB,805
GUF,SRB,880
GUM,SRB,501
NCL,SRB,662
MNE,SRB,2170466
GNB,SRB,1109
FJI,SRB,306
MDV,SRB,1679
BTN,SRB,227
COM,SRB,170
GUY,SRB,440
BWA,SRB,833
MTQ,SRB,1007
LBR,SRB,1145
GLP,SRB,1021
BDI,SRB,1084
BRN,SRB,644
GAB,SRB,908
LUX,SRB,54349
PNG,SRB,178
CYP,SRB,17005
COG,SRB,797
MUS,SRB,1533
LSO,SRB,155
MKD,SRB,403950
MRT,SRB,355
MAC,SRB,613
GMB,SRB,2948
NER,SRB,415
EST,SRB,3842
JAM,SRB,1271
REU,SRB,670
LVA,SRB,4267
MWI,SRB,242
BIH,SRB,796560
GIN,SRB,568
PRY,SRB,510
MDG,SRB,1107
PRI,SRB,803
BFA,SRB,452
MNG,SRB,788
CRI,SRB,795
MOZ,SRB,397
HRV,SRB,307961
AGO,SRB,692
MDA,SRB,2974
BEN,SRB,4666
LAO,SRB,176
LTU,SRB,3437
ARM,SRB,1712
ALB,SRB,26551
HTI,SRB,361
MLI,SRB,645
SRB,SRB,14145552
PAN,SRB,597
GEO,SRB,2237
NOR,SRB,20764
NIC,SRB,317
CMR,SRB,859
IRL,SRB,7563
LBN,SRB,2522
BGR,SRB,26796
COD,SRB,449
GRC,SRB,21351
KGZ,SRB,909
HUN,SRB,52787
DNK,SRB,10316
FIN,SRB,4586
HND,SRB,302
PRT,SRB,3524
AUT,SRB,221432
BHR,SRB,2330
DOM,SRB,2006
ETH,SRB,395
NZL,SRB,2954
LKA,SRB,540
AZE,SRB,1380
KEN,SRB,794
GHA,SRB,1533
JOR,SRB,1040
CHE,SRB,101205
CIV,SRB,1149
ROU,SRB,10401
BOL,SRB,363
BEL,SRB,9767
LBY,SRB,1151
KHM,SRB,180
BLR,SRB,6958
OMN,SRB,1136
CZE,SRB,13510
GTM,SRB,226
ECU,SRB,401
NPL,SRB,144
HKG,SRB,742
QAT,SRB,4651
NLD,SRB,9455
KWT,SRB,1872
KAZ,SRB,1444
MYS,SRB,381
CHL,SRB,750
POL,SRB,2488
ARG,SRB,935
AUS,SRB,6394
ITA,SRB,11333
KOR,SRB,439
NGA,SRB,788
COL,SRB,445
PER,SRB,463
MAR,SRB,1117
MMR,SRB,161
CAN,SRB,5306
ARE,SRB,7238
ESP,SRB,3600
EGY,SRB,764
PAK,SRB,839
BGD,SRB,288
DZA,SRB,766
GBR,SRB,3884
DEU,SRB,51101
PHL,SRB,472
BRA,SRB,511
JPN,SRB,572
FRA,SRB,7603
MEX,SRB,430
IDN,SRB,282
IND,SRB,194
ATG,MWI,2623
GRD,MWI,3097
KIR,MWI,1212
FSM,MWI,549
LCA,MWI,2591
IMN,MWI,3171
ABW,MWI,601
CYM,MWI,1947
JEY,MWI,6544
CPV,MWI,1346
CUW,MWI,601
BRB,MWI,1749
BHS,MWI,1734
CAF,MWI,10926
BLZ,MWI,2786
ISL,MWI,1420
GNQ,MWI,6033
DJI,MWI,4489
MLT,MWI,935
GUF,MWI,1524
GUM,MWI,346
MNE,MWI,216
GNB,MWI,8239
FJI,MWI,2211
MDV,MWI,1343
BTN,MWI,479
COM,MWI,5901
GUY,MWI,4802
BWA,MWI,80482
MTQ,MWI,557
LBR,MWI,300839
GLP,MWI,655
BDI,MWI,172693
BRN,MWI,382
GAB,MWI,7506
LUX,MWI,1408
CYP,MWI,3231
COG,MWI,15069
MUS,MWI,2074
LSO,MWI,41607
MKD,MWI,430
MRT,MWI,4609
MAC,MWI,134
GMB,MWI,11045
EST,MWI,128
JAM,MWI,5503
LVA,MWI,158
MWI,MWI,27014388
BIH,MWI,183
GIN,MWI,16419
MDG,MWI,6088
BFA,MWI,14150
MNG,MWI,231
CRI,MWI,401
HRV,MWI,161
AGO,MWI,13172
MDA,MWI,178
BEN,MWI,26136
LAO,MWI,207
LTU,MWI,153
ARM,MWI,150
ALB,MWI,299
HTI,MWI,5362
MLI,MWI,11476
GEO,MWI,213
CMR,MWI,11011
IRL,MWI,10181
LBN,MWI,1921
BGR,MWI,225
COD,MWI,58493
GRC,MWI,287
KGZ,MWI,220
HUN,MWI,142
DNK,MWI,559
FIN,MWI,977
HND,MWI,358
AUT,MWI,405
BHR,MWI,1857
DOM,MWI,1424
ETH,MWI,6151
LKA,MWI,1794
AZE,MWI,451
KEN,MWI,49552
GHA,MWI,51293
JOR,MWI,514
CHE,MWI,843
CIV,MWI,14554
BOL,MWI,202
BEL,MWI,550
LBY,MWI,1364
KHM,MWI,267
BLR,MWI,349
CZE,MWI,101
GTM,MWI,202
ECU,MWI,231
HKG,MWI,208
KWT,MWI,5346
KAZ,MWI,377
CHL,MWI,150
ARG,MWI,189
AUS,MWI,1608
ITA,MWI,334
KOR,MWI,269
COL,MWI,295
MAR,MWI,915
MMR,MWI,219
CAN,MWI,1445
ARE,MWI,4583
ESP,MWI,221
EGY,MWI,850
BGD,MWI,1448
DZA,MWI,591
GBR,MWI,3787
DEU,MWI,484
BRA,MWI,318
JPN,MWI,401
FRA,MWI,290
IDN,MWI,276
IND,MWI,1053
ATG,COD,2546
ABW,COD,766
BRB,COD,1528
BHS,COD,3209
BLZ,COD,1179
BTN,COD,432
BWA,COD,22198
BDI,COD,431385
BRN,COD,339
BIH,COD,243
BFA,COD,66064
AGO,COD,221090
BEN,COD,144284
ARM,COD,256
ALB,COD,446
BGR,COD,302
COD,COD,10295415
AUT,COD,911
BHR,COD,1680
AZE,COD,824
BOL,COD,461
BEL,COD,19878
BLR,COD,4951
ARG,COD,430
AUS,COD,868
CAN,COD,5373
ARE,COD,3815
BGD,COD,1421
BRA,COD,902
ATG,MKD,2532
GRD,MKD,1170
KIR,MKD,1583
FSM,MKD,103
LCA,MKD,2899
IMN,MKD,2165
ABW,MKD,1297
CYM,MKD,4210
JEY,MKD,1310
CPV,MKD,892
CUW,MKD,945
BRB,MKD,1110
BHS,MKD,774
CAF,MKD,4402
BLZ,MKD,504
ISL,MKD,16054
GNQ,MKD,2407
DJI,MKD,1185
GUF,MKD,427
GUM,MKD,476
MNE,MKD,444356
GNB,MKD,392
FJI,MKD,335
BTN,MKD,230
COM,MKD,157
GUY,MKD,1067
BWA,MKD,692
LBR,MKD,1650
GLP,MKD,738
BDI,MKD,328
BRN,MKD,593
GAB,MKD,665
LUX,MKD,43381
CYP,MKD,15175
COG,MKD,641
LSO,MKD,274
MKD,MKD,48535299
GMB,MKD,3423
EST,MKD,5562
JAM,MKD,1506
LVA,MKD,5120
BIH,MKD,161234
GIN,MKD,561
MDG,MKD,512
BFA,MKD,460
CRI,MKD,824
HRV,MKD,188308
AGO,MKD,611
MDA,MKD,4325
BEN,MKD,3434
LAO,MKD,194
LTU,MKD,3669
ARM,MKD,1884
ALB,MKD,301734
HTI,MKD,382
GEO,MKD,2863
CMR,MKD,726
IRL,MKD,4331
LBN,MKD,1275
BGR,MKD,98977
COD,MKD,379
GRC,MKD,33101
KGZ,MKD,1597
HUN,MKD,7232
DNK,MKD,22592
FIN,MKD,6104
HND,MKD,404
AUT,MKD,126223
BHR,MKD,3256
DOM,MKD,1202
ETH,MKD,299
LKA,MKD,408
AZE,MKD,2348
KEN,MKD,1029
GHA,MKD,1443
JOR,MKD,1084
CHE,MKD,299321
CIV,MKD,1742
BOL,MKD,296
BEL,MKD,24466
LBY,MKD,438
KHM,MKD,183
BLR,MKD,6655
CZE,MKD,20263
GTM,MKD,296
ECU,MKD,444
HKG,MKD,608
KWT,MKD,1825
KAZ,MKD,1635
CHL,MKD,457
ARG,MKD,672
AUS,MKD,25484
ITA,MKD,29216
KOR,MKD,308
